worksheet_id,customer_type,business_type_name,question,star_level,content,path_name,t1,t2,t3,worksheet_channel,operator_id,HT (Seconds)
t360287970231330151,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,1,,Queja_Sobre el Pago_Cómo funciona la tarifa de cancelación,Queja,Sobre el Pago,Cómo funciona la tarifa de cancelación,EMAIL,1284763,106
t360287970231330304,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4,,Queja_Sobre el Pago_Desvío (No es problema del mapa),Queja,Sobre el Pago,Desvío (No es problema del mapa),EMAIL,1213419,268
t360287970231332226,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,3,,Queja_Sobre el Pago_Inicia y finaliza el viaje,Queja,Sobre el Pago,Inicia y finaliza el viaje,SELF HELP,-,0
t360287970231333226,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,,Queja_Cupón_Cupón no se aplicó por conductor,Queja,Cupón,Cupón no se aplicó por conductor,EMAIL,1213243,246
t360287970231333450,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,2,las tarifas están altas y diferentes tarifas en trayectos iguales tiempos iguales y hora igual_ pero en distinto día que mejor tomo otro medio de transporte,Queja_Sobre el Pago_Cómo funciona la tarifa de cancelación,Queja,Sobre el Pago,Cómo funciona la tarifa de cancelación,EMAIL,1213243,149
t360287970231333522,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,1,Es tan difícil poder solicitar el servicio me pidieron tres veces mi numero de tarjeta para que me dieran servicio_ creo que deben verificar eso,Queja_App_Como ingresar su tarjeta,Queja,App,Como ingresar su tarjeta,EMAIL,1213243,279
t360287970231333655,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,3,pesimo servicio al cliente tardaron mas de un mes en contestar un mail aparte no pueden decir un precio en la aplicacion y cobrar el doble a la hora del cobro no se de quien se estan burlando ,Queja_Sobre el Pago_Queja sobre el aumento del precio,Queja,Sobre el Pago,Queja sobre el aumento del precio,EMAIL,1238903,270
t360287970231334034,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,1,,Queja_Sobre el Pago_Queja sobre el aumento del precio,Queja,Sobre el Pago,Queja sobre el aumento del precio,EMAIL,1235307,144
t360287970231334094,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4,,Duda_Sobre el Pago_Conductor demora en finalizar mi viaje,Duda,Sobre el Pago,Conductor demora en finalizar mi viaje,EMAIL,1220671,105
t360287970231334376,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,3,Ya es difícil encontrar vehiculos,Duda_Viajes_Safety,Duda,Viajes,Safety,EMAIL,1235383,224
t360287970231335334,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4,,Duda_Reglas sobre cargos_Cargo desconocido,Duda,Reglas sobre cargos,Cargo desconocido,EMAIL,1218283,237
t360287970231337655,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,,Queja_Sobre el Pago_Cargo Doble (en efectivo y tarjeta),Queja,Sobre el Pago,Cargo Doble (en efectivo y tarjeta),EMAIL,1220559,178
t360287970231337734,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,1,,Queja_Cupón_Cupón no se aplicó por conductor,Queja,Cupón,Cupón no se aplicó por conductor,EMAIL,1210115,181
t360287970231338013,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,2,,Queja_Sobre el Conductor_Peaje(otras ciudades),Queja,Sobre el Conductor,Peaje(otras ciudades),EMAIL,1235351,60
t360287970231338705,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,1,,Queja_Sobre el Pago_Queja sobre el aumento del precio,Queja,Sobre el Pago,Queja sobre el aumento del precio,EMAIL,1220691,101
t360287970231339106,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,,Queja_Cupón_Cupón no se aplicó por conductor,Queja,Cupón,Cupón no se aplicó por conductor,EMAIL,1220695,137
t360287970231340124,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,2,,Queja_Sobre el Pago_Desvío (No es problema del mapa),Queja,Sobre el Pago,Desvío (No es problema del mapa),EMAIL,1213243,124
t360287970231341532,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,rapides y eficaz,Duda_Viajes_Pago pendiente,Duda,Viajes,Pago pendiente,EMAIL,1218375,338
t360287970231341573,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,1,Váyanse a la mierda_ son unos incompetentes y no resuelven nada a sus usuarios_ hablo por cuenta propia y por experiencia de mis amistades.Vayan a la mierda .l.,Queja_Sobre el Pago_Inicia y finaliza el viaje,Queja,Sobre el Pago,Inicia y finaliza el viaje,EMAIL,1203255,154
t360287970231341881,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,La disponibilidad,Duda_Viajes_Safety,Duda,Viajes,Safety,EMAIL,1233895,276
t360287970231341962,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,1,Son pésimos en su servicio tengo tres número y de los tres en dos me han robado y en otro no me saben cobrar son muy malos ,Queja_App_Pago fallido,Queja,App,Pago fallido,SELF HELP,-,0
t360287970231342179,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,3,No me han podido resolver el tema de un viaje quee cobraron sin yo haberlo realizado.En la aplicación deberían tener una opción para cancelar el viaje aún cuando este se haya iniciado.Y también deberían de darle esa opción al conductor,Duda_Compensación_No se recibió la compensación,Duda,Compensación,No se recibió la compensación,EMAIL,1218091,330
t360287970231342999,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,3,,Queja_Cupón_Cupón no se aplicó por conductor,Queja,Cupón,Cupón no se aplicó por conductor,EMAIL,1233779,210
t360287970231344046,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,3,,Queja_Sobre el Pago_Queja sobre el aumento del precio,Queja,Sobre el Pago,Queja sobre el aumento del precio,EMAIL,1283327,223
t360287970231345299,driver,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,,Queja_Operación_Peaje(CDMX),Queja,Operación,Peaje(CDMX),EMAIL,1241171,102
t360287970231345593,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,2,De que marcan una tarifa con descuento y no la aplican,Queja_Cupón_Cupón no se aplicó por conductor,Queja,Cupón,Cupón no se aplicó por conductor,EMAIL,1213419,309
t360287970231345668,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,3,Falta de Integridad de los conductores al preguntar si es con tarjeta o en efectivo el viaje_ ya que deben tomar cualquiera de las 2 opciones sin preguntar ,Queja_Sobre el Conductor_Mala Actitud,Queja,Sobre el Conductor,Mala Actitud,EMAIL,1220703,191
t360287970231346049,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,1,,Queja_Sobre el Pago_Inicia y finaliza el viaje,Queja,Sobre el Pago,Inicia y finaliza el viaje,SELF HELP,-,0
t360287970231346058,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4,La atención y los vehículos,Queja_Cupón_Cupón no se aplicó por conductor,Queja,Cupón,Cupón no se aplicó por conductor,EMAIL,1235399,353
t360287970231346378,driver,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,Las ganancias y que hay mucho trabajo espero en un futuro volver a entrar gracias x la confianza,Solicitud_Operación_Solicita baja de la plataforma,Solicitud,Operación,Solicita baja de la plataforma,EMAIL,1238891,168
t360287970231346892,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4,,Queja_Sobre el Pago_Queja sobre el aumento del precio,Queja,Sobre el Pago,Queja sobre el aumento del precio,EMAIL,1235307,123
t360287970231349204,driver,Express,En general_ ¿Cómo calificas el servicio de DiDi?,1,SON CORRUPTOS_ NO PAGAN LOS BONOS NI LOS DIFERIDOS,Queja_Promoción_Bono no recibido por Terminos y Condiciones,Queja,Promoción,Bono no recibido por Terminos y Condiciones,EMAIL,1210231,173
t360287970231349291,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,1,Pésima actitud la de su empresa que en vez de hacer hasta lo imposible por detener a su operador Édgar por intentar de secuestrar a la usuaria Perla_ ustedes solamente se limitan a decirle a ella USTED DISCULPE_ una vez que le confirmaron el desvío de la ruta. En la vida vuelvo a recomendar sus servicios. ,Duda_Viajes_Programar Viajes,Duda,Viajes,Programar Viajes,EMAIL,1220527,333
t360287970231349459,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,1,,Queja_Sobre el Pago_Desvío (No es problema del mapa),Queja,Sobre el Pago,Desvío (No es problema del mapa),EMAIL,1220635,59
t360287970231349954,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,,Queja_Sobre el Pago_Desvío (No es problema del mapa),Queja,Sobre el Pago,Desvío (No es problema del mapa),EMAIL,1218375,186
t360287970231350431,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,1,,Queja_Cupón_Cupón no se aplicó por conductor,Queja,Cupón,Cupón no se aplicó por conductor,SELF HELP,-,0
t360287970231350664,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,Su atencion,Queja_Sobre el Pago_Inicia y finaliza el viaje,Queja,Sobre el Pago,Inicia y finaliza el viaje,SELF HELP,-,0
t360287970231351389,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4,,Duda_Viajes_Pago pendiente,Duda,Viajes,Pago pendiente,EMAIL,1210115,304
t360287970231352081,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,3,Mande un mensaje pidiendo me ayudaran con un Servicio pésimo que tuve y a su ves una experiencia muy desagradable ,Queja_Sobre el Pago_Desvío (No es problema del mapa),Queja,Sobre el Pago,Desvío (No es problema del mapa),EMAIL,1218091,279
t360287970231352810,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4,Puntualidad ,Duda_Compensación_¿Cómo solicito un reembolso?,Duda,Compensación,¿Cómo solicito un reembolso?,EMAIL,1220591,204
t360287970231353444,driver,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,,Ganancias_Pago no completado_Pasajero no Pago (efectivo),Ganancias,Pago no completado,Pasajero no Pago (efectivo),EMAIL,1220703,175
t360287970231353635,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,3,,Duda_Viajes_Pago pendiente,Duda,Viajes,Pago pendiente,SELF HELP,-,0
t360287970231353801,driver,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,,Queja_Operación_Peaje(CDMX),Queja,Operación,Peaje(CDMX),EMAIL,1217527,191
t360287970231354264,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,3,,Queja_Sobre el Pago_Queja sobre el aumento del precio,Queja,Sobre el Pago,Queja sobre el aumento del precio,FAQ,1233795,108
t360287970231354522,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,El precio ,Duda_Referir_Reglas,Duda,Referir,Reglas,EMAIL,1213387,117
t360287970231354780,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4,Sus tarifas,Queja_Sobre el Pago_Cómo funciona la tarifa de cancelación,Queja,Sobre el Pago,Cómo funciona la tarifa de cancelación,EMAIL,1220635,140
t360287970231355126,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,,Queja_Cupón_Cupón no se aplicó por conductor,Queja,Cupón,Cupón no se aplicó por conductor,EMAIL,1235331,180
t360287970231355212,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4,,Queja_Cupón_Cupón no se aplicó por conductor,Queja,Cupón,Cupón no se aplicó por conductor,EMAIL,1235331,351
t360287970231355269,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4,La atención de servicio al cliente y lo eficiente que son algunos conductores,Queja_Cupón_Cupón no se aplicó por conductor,Queja,Cupón,Cupón no se aplicó por conductor,EMAIL,1233867,170
t360287970231355701,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,1,Capacitación de choferes_ mejorar la atención a clientes ,Queja_Cupón_Cupón no se aplicó por conductor,Queja,Cupón,Cupón no se aplicó por conductor,EMAIL,1220635,301
t360287970231356083,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,,Queja_Cupón_Cupón no se aplicó por conductor,Queja,Cupón,Cupón no se aplicó por conductor,EMAIL,1213387,274
t360287970231356847,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,,Queja_Sobre el Pago_Inicia y finaliza el viaje,Queja,Sobre el Pago,Inicia y finaliza el viaje,SELF HELP,-,0
t360287970231357836,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,1,,Queja_Sobre el Conductor_Peaje(otras ciudades),Queja,Sobre el Conductor,Peaje(otras ciudades),EMAIL,1235351,128
t360287970231357938,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,2,Ser más profesionales y el tiempo.Hay conductores que pasan mucho tiempo sin moverse.,Queja_Sobre el Pago_Cómo funciona la tarifa de cancelación,Queja,Sobre el Pago,Cómo funciona la tarifa de cancelación,EMAIL,1220691,58
t360287970231357985,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4, No puse 10 por el problema de algunos conductores,Queja_Cupón_Cupón no se aplicó por conductor,Queja,Cupón,Cupón no se aplicó por conductor,EMAIL,1238891,78
t360287970231358112,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4,,Queja_Sobre el Conductor_Bajado a la mitad del camino,Queja,Sobre el Conductor,Bajado a la mitad del camino,EMAIL,1220527,194
t360287970231358196,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,2,Levante un reporte de un conductor que inició el viaje sin mi y no me dieron respuesta_ por eso no es tan buena la aplicación ya que no hicieron nada al respecto. ,Queja_Sobre el Pago_Inicia y finaliza el viaje,Queja,Sobre el Pago,Inicia y finaliza el viaje,EMAIL,1220647,98
t360287970231358219,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,1,Te marca una tarifa y cobran otra estan como los taxis ordinarios valen verga ...No lo recomendaria servicio nefasto por eso su tasa de viejes es tan baja Prefiero uber ,Queja_Sobre el Pago_Queja sobre el aumento del precio,Queja,Sobre el Pago,Queja sobre el aumento del precio,EMAIL,1220647,181
t360287970231358529,driver,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4,prontitud en la respuesta.,Duda_Registro_Documentos para Registrarse,Duda,Registro,Documentos para Registrarse,EMAIL,1233795,127
t360287970231358546,driver,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,,Reporte_Tarifa de Limpieza_Solicita compensacion de Tarifa de limpieza,Reporte,Tarifa de Limpieza,Solicita compensacion de Tarifa de limpieza,EMAIL,1220323,344
t360287970231359511,driver,Express,En general_ ¿Cómo calificas el servicio de DiDi?,1,Uds tienen el control de los cobros y no hay problema con eso pero que dejen de pagar unos viajes solo por que uds dicen que si se pagaron eso me parece un abuso_ aparte_ todo el dia me conecto para llegar a una meta y siempre me mandan viajes largos en donde se cobra poco y se pierde mucho tiempo GRACIAS por nada ,Duda_Información de cuenta_Ver ingresos,Duda,Información de cuenta,Ver ingresos,EMAIL,1233795,280
t360287970231359655,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,La atención rápida y eficaz que brindan ,Duda_Registro_verificación de cuenta por un tercero,Duda,Registro,verificación de cuenta por un tercero,EMAIL,1220591,175
t360287970231360946,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,3,Pongan la tarifa exacta_porque me confío en la que me marcan y al final es otra,Queja_Cupón_Cupón no se aplicó por conductor,Queja,Cupón,Cupón no se aplicó por conductor,EMAIL,1233779,333
t360287970231360980,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4,Regular por qué ya no recibo servicio de ustedes,Duda_App_¿Cómo solicito un viaje?,Duda,App,¿Cómo solicito un viaje?,EMAIL,1283519,238
t360287970231363083,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,3,Yo sé que las tarifas pueden variar algo pero un viaje que tuve casi se triplicó y entonces es cuando yo me pregunto para que dan una tarifa sugerida. creo que esos errores son los que la gente prueba con laos otros serviciosDesde ese día las tarifas están más altas que otras pero con la tarifa que me cobraron mal no he tenido respuesta y pues eso me hace dudar en volver a pedir el servicio con ustedes si me van a respetar  algo aproximado de lo que me marca o no.,Queja_Sobre el Pago_Desvío (No es problema del mapa),Queja,Sobre el Pago,Desvío (No es problema del mapa),EMAIL,1220671,149
t360287970231363638,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,1,Solo hice un viaje y me cobraron de mas. Obvio ya no lo he vuelto a usar,Queja_Cupón_Cupón no se aplicó por conductor,Queja,Cupón,Cupón no se aplicó por conductor,EMAIL,1213387,111
t360287970231364494,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4,El servicio por lo general es muy bueno_ sin embargo en esta ocasion la caseta que se cobro y la longitud del viaje fue por culpa del conductor. El no siguio la ruta original lo que nos obligo a dar toda una vuelta y pagar una caseta,Queja_Sobre el Pago_Desvío (No es problema del mapa),Queja,Sobre el Pago,Desvío (No es problema del mapa),EMAIL,1220635,200
t360287970231364629,driver,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,El precio ,Duda_Registro_Documentos requeridos del SAT,Duda,Registro,Documentos requeridos del SAT,EMAIL,1233783,144
t360287970231364789,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4,Solo una ocasión he tenido una mala experiencia con DiDi_ reporte al conductor espero se haga algo si no hubiese tenido ese inconveniente le pondría el mejor servicio y lo usaría ya siempre. ,Queja_Sobre el Conductor_Mala Actitud,Queja,Sobre el Conductor,Mala Actitud,EMAIL,1220635,295
t360287970231364809,driver,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,,Recompensa_Driver Get Member_Pago de DgM Referidos no Recibido,Recompensa,Driver Get Member,Pago de DgM Referidos no Recibido,EMAIL,1213811,260
t360287970231364830,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,Precios más bajos que en otras plataformas,Duda_Viajes_Pago pendiente,Duda,Viajes,Pago pendiente,EMAIL,1238891,127
t360287970231365330,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,2,No recibo respuestas de mis quejas hacia los conductores y cancelan los viajes sin penalizacion alguna  ,Queja_Sobre el Pago_Cómo funciona la tarifa de cancelación,Queja,Sobre el Pago,Cómo funciona la tarifa de cancelación,EMAIL,1220647,63
t360287970231365373,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,SUS AUTOS,Duda_Cupón_Cómo usar el Cupón,Duda,Cupón,Cómo usar el Cupón,EMAIL,1220647,148
t360287970231365503,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4,,Queja_Cupón_Cupón no se aplicó por conductor,Queja,Cupón,Cupón no se aplicó por conductor,EMAIL,1283519,231
t360287970231365514,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,La rapidez que brinicia dan es sus servicios y la magnífica atención e sus chóferes,Queja_Cupón_Cupón no se aplicó por conductor,Queja,Cupón,Cupón no se aplicó por conductor,EMAIL,1213419,242
t360287970231365536,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,3,Gracias por solucionar el problema que tuve_ aun que fue mucho tiempo el que tardaron_ pero se solucionó_ muchas gracias!,Duda_Sobre el Pago_Conductor demora en finalizar mi viaje,Duda,Sobre el Pago,Conductor demora en finalizar mi viaje,EMAIL,1210455,183
t360287970231365571,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,Que hay muchos coches disponibles,Queja_Cupón_Cupón no se aplicó por conductor,Queja,Cupón,Cupón no se aplicó por conductor,EMAIL,1213419,69
t360287970231365594,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,3,NO ME DEJA OCUPAR MI CUENTA_ ME PIDE METER TARJETA_ METÍ MI TARJETA Y LUEGO ME PIDE VERIFICAR CUANDO YA LO HICE POR CORREO Y TODO LO QUE PIDNE ,Queja_App_No muestra conductores disponibles,Queja,App,No muestra conductores disponibles,EMAIL,1220507,266
t360287970231365661,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,3,El servicio al cliente nunca resuelve nada_ solo dicen que lo están verificando_ los conductores cancelan mucho o esperan hasta que pase el tiempo de cancelación para irse a otro lado y cobrar la tarifa de cancelación.,Queja_Sobre el Conductor_Se va por dirección contraria o no mueve para escogerme,Queja,Sobre el Conductor,Se va por dirección contraria o no mueve para escogerme,EMAIL,1218283,89
t360287970231365813,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4,,Duda_Sobre el Pago_Conductor demora en finalizar mi viaje,Duda,Sobre el Pago,Conductor demora en finalizar mi viaje,EMAIL,1213243,301
t360287970231366082,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4,,Queja_Sobre el Pago_Cómo funciona la tarifa de cancelación,Queja,Sobre el Pago,Cómo funciona la tarifa de cancelación,EMAIL,1235379,134
t360287970231366206,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,,Queja_Sobre el Pago_Queja sobre el aumento del precio,Queja,Sobre el Pago,Queja sobre el aumento del precio,EMAIL,1213395,187
t360287970231366387,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4,Me gustan las promociones.El otro día tuve un problema porque me lo cobraron en efectivo y aparte en mi tarjeta. ,Queja_Sobre el Pago_Cargo Doble (en efectivo y tarjeta),Queja,Sobre el Pago,Cargo Doble (en efectivo y tarjeta),EMAIL,1235307,273
t360287970231366724,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,3,me an cobrado choferes mas de que me aparese la tarfifa casi el doble y e pagado en tarjeta y me lo vuelven a cobrar en efectivo ,Queja_Sobre el Pago_Queja sobre el aumento del precio,Queja,Sobre el Pago,Queja sobre el aumento del precio,EMAIL,1220703,115
t360287970231367051,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,,Queja_Factura_Solicita Factura,Queja,Factura,Solicita Factura,EMAIL,1233795,307
t360287970231367120,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,3,,Duda_Sobre el Pago_Conductor demora en finalizar mi viaje,Duda,Sobre el Pago,Conductor demora en finalizar mi viaje,EMAIL,1220611,353
t360287970231368198,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,,Queja_Cupón_Cupón no se aplicó por conductor,Queja,Cupón,Cupón no se aplicó por conductor,EMAIL,1213419,351
t360287970231368480,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4,,Queja_Sobre el Pago_Inicia y finaliza el viaje,Queja,Sobre el Pago,Inicia y finaliza el viaje,FAQ,1213419,55
t360287970231368670,driver,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,,Duda_Cambios en Onboarding_Estatus de su registro,Duda,Cambios en Onboarding,Estatus de su registro,EMAIL,1210231,162
t360287970231368850,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4,Precios accesibles y cobertura ,Duda_Viajes_Safety,Duda,Viajes,Safety,EMAIL,1233855,356
t360287970231369069,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,2,no he podido realizar ningun viaje_ la aplicacion no me pide verificar mi cuenta_ con fb_ curp y tarjeta_ ya intente todas y al momento de pedir un viaje vuelve a pedir verificacion ,Queja_App_Se traba la app (Por capacidad del telefono del conductor),Queja,App,Se traba la app (Por capacidad del telefono del conductor),FAQ,1233795,42
t360287970231369595,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4,Me gusta que sus costos son accesibles y sobre todo las promociones ,Queja_Sobre el Pago_Inicia y finaliza el viaje,Queja,Sobre el Pago,Inicia y finaliza el viaje,EMAIL,1238963,224
t360287970231369696,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4,,Queja_Sobre el Pago_No puede obtener cupones,Queja,Sobre el Pago,No puede obtener cupones,EMAIL,1213323,114
t360287970231370204,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,2,Tarda mucho en encontrar conductor.Sus conductores toman los viajes y después te piden que canceles.,Queja_Sobre el Pago_Cómo funciona la tarifa de cancelación,Queja,Sobre el Pago,Cómo funciona la tarifa de cancelación,EMAIL,1213419,192
t360287970231370461,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,,Queja_Cupón_Cupón no se aplicó por conductor,Queja,Cupón,Cupón no se aplicó por conductor,EMAIL,1235331,170
t360287970231370709,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,2,Mejor servicio al cliente y que tengan más autos disponibles ,Queja_Sobre el Pago_Desvío (No es problema del mapa),Queja,Sobre el Pago,Desvío (No es problema del mapa),EMAIL,1213391,286
t360287970231371493,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4,Es un buen servicio_ lo que sucede es que en ocasiones los conductores no prestan el mejor servicio,Queja_Sobre el Pago_Cargo Doble (en efectivo y tarjeta),Queja,Sobre el Pago,Cargo Doble (en efectivo y tarjeta),EMAIL,1218283,93
t360287970231372226,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4,,Queja_Sobre el Pago_Queja sobre el aumento del precio,Queja,Sobre el Pago,Queja sobre el aumento del precio,EMAIL,1225151,261
t360287970231372312,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,3,La aplicación es demasiado lenta_ al poner la ubicación en la que iniciará el viaje siempre falla el GPS. La mayoría de los conductores son muy groseros. ,Queja_Sobre el Pago_Inicia y finaliza el viaje,Queja,Sobre el Pago,Inicia y finaliza el viaje,FAQ,1218283,225
t360287970231372474,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4,,Queja_Cupón_Cupón no se aplicó por conductor,Queja,Cupón,Cupón no se aplicó por conductor,EMAIL,1218283,193
t360287970231372726,driver,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4,,Reporte_Tarifa de Limpieza_Solicita compensacion de Tarifa de limpieza,Reporte,Tarifa de Limpieza,Solicita compensacion de Tarifa de limpieza,EMAIL,1238903,120
t360287970231373638,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,,Duda_Viajes_Pago pendiente,Duda,Viajes,Pago pendiente,EMAIL,1236055,118
t360287970231373892,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4,,Queja_Sobre el Conductor_Mala Actitud,Queja,Sobre el Conductor,Mala Actitud,EMAIL,1220527,122
t360287970231374177,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,2,Tratar con más amabilidad a los clientes y dar soluciones expeditas ,Duda_App_¿Cómo puedo pagar?,Duda,App,¿Cómo puedo pagar?,EMAIL,1220635,91
t360287970231374242,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,3,,Queja_Cupón_Cupón no se aplicó por conductor,Queja,Cupón,Cupón no se aplicó por conductor,EMAIL,1220527,145
t360287970231375204,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,4,,Queja_Sobre el Pago_Queja sobre el aumento del precio,Queja,Sobre el Pago,Queja sobre el aumento del precio,EMAIL,1220703,110
t360287970231375271,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,1,La atención inmediata al usuario.,Queja_Sobre el Pago_Me cobró antes de iniciar el viaje,Queja,Sobre el Pago,Me cobró antes de iniciar el viaje,EMAIL,1218091,174
t360287970231375818,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,3,,Queja_Sobre el Pago_Cargo Doble (en efectivo y tarjeta),Queja,Sobre el Pago,Cargo Doble (en efectivo y tarjeta),EMAIL,1213243,182
t360287970231375893,passenger,Express,En general_ ¿Cómo calificas el servicio de DiDi?,5,Que siempre encuentro taxy_ sus precios y la atención a nuestras dudas o quejas aunque en éste momento sigo esperando la resolución de uno,Duda_Referir_Reglas,Duda,Referir,Reglas,EMAIL,1218427,279
